order_id,order_date,city,restaurant_name,food_category,item_name,quantity,unit_price,discount,delivery_fee,gst,total_sales,delivery_time_min,payment_method,order_status,customer_rating,delivery_partner
702171,5/5/2025,Ahmedabad,Burger House,Biryani,Hyderabadi Veg,5,350.21,8.15,50.02,87.14,1880.06,19,Card,Cancelled,,Karan
702172,5/19/2026,Mumbai,Spice Hub,North Indian,Naan Combo,1,364.87,14.6,32.61,17.51,400.39,30,Wallet,Delivered,3.6,Suresh
702173,9/24/2025,Mumbai,Biryani Express,North Indian,Paneer Butter Masala,1,106.3,16.29,48.36,4.5,142.87,58,Card,Delivered,4.7,Rahul
702174,9/24/2025,Jaipur,Urban Tadka,South Indian,Idli,5,116.46,22.02,56.07,28.01,644.36,38,UPI,Delivered,3.8,Suresh
702175,9/18/2025,Rajkot,Food Fiesta,Burger,Veg Burger,2,146.47,16.89,57.25,13.8,347.1,47,Card,Cancelled,,Rahul
702176,5/28/2025,Surat,Pizza Corner,Chinese,Manchurian,4,366.01,72.35,38.48,69.58,1499.75,64,Cash,Delivered,3.9,Suresh
702177,4/30/2026,Vadodara,Spice Hub,North Indian,Dal Makhani,4,298.16,32.33,59.57,58.02,1277.9,33,Wallet,Delivered,3.2,Vikas
702178,4/18/2026,Vadodara,Spice Hub,Pizza,Farmhouse,3,396.29,64.53,26.9,56.22,1207.46,24,Wallet,Delivered,4.9,Ravi
702179,2/21/2025,Rajkot,Biryani Express,North Indian,Paneer Butter Masala,5,315.45,19.05,24.57,77.91,1660.68,66,Cash,Delivered,4.4,Ravi
702180,3/7/2026,Gandhinagar,Spice Hub,Chinese,Manchurian,3,308.57,56.04,41.77,43.48,954.92,15,UPI,Cancelled,,Priya
702181,4/15/2025,Mumbai,Biryani Express,Dessert,Ice Cream,1,295.93,46.74,20.61,12.46,282.26,56,Card,Delivered,4.6,Karan
702182,1/8/2026,Rajkot,Chinese Wok,Chinese,Fried Rice,2,109.32,35.75,25.63,9.14,217.66,49,UPI,Cancelled,,Karan
702183,11/2/2025,Ahmedabad,Chinese Wok,Burger,Cheese Burger,3,242.21,58.82,36.04,33.39,737.24,28,Cash,Delivered,4.8,Karan
702184,6/25/2025,Ahmedabad,Biryani Express,North Indian,Paneer Butter Masala,1,189.59,62.63,32.38,6.35,165.69,25,Card,Delivered,3.9,Karan
702185,7/17/2025,Vadodara,South Treat,Beverages,Lassi,2,194.48,58.08,25.93,16.54,373.35,63,Cash,Delivered,3.9,Neha
702186,9/27/2025,Jaipur,Pizza Corner,Biryani,Hyderabadi Veg,4,111.68,70.95,42.84,18.79,437.4,28,UPI,Delivered,3.1,Priya
702187,2/4/2026,Jaipur,Biryani Express,North Indian,Paneer Butter Masala,4,215.73,17.35,32.35,42.28,920.2,65,Card,Delivered,4.4,Amit
702188,9/10/2025,Pune,Chinese Wok,Chinese,Noodles,1,330.13,79.71,43.3,12.52,306.24,40,UPI,Delivered,4.1,Rahul
702189,12/6/2025,Pune,Pizza Corner,Pizza,Farmhouse,2,183.33,38.56,26.57,16.41,371.08,32,UPI,Delivered,5,Ravi
702190,4/3/2025,Jaipur,Biryani Express,Chinese,Fried Rice,2,346.83,24.9,33.63,33.44,735.83,51,Cash,Delivered,3.8,Suresh
702191,5/15/2025,Rajkot,Biryani Express,Chinese,Fried Rice,5,248.58,29.51,40.83,60.67,1314.89,37,Cash,Delivered,4.9,Priya
702192,2/7/2026,Jaipur,Biryani Express,Dessert,Ice Cream,3,80.99,48.92,37.91,9.7,241.66,41,Card,Delivered,3.6,Amit
702193,1/18/2025,Mumbai,Food Fiesta,Pizza,Farmhouse,2,362.43,50.67,56.89,33.71,764.79,48,UPI,Delivered,4.3,Amit
702194,10/10/2025,Ahmedabad,South Treat,Burger,Paneer Burger,1,203.93,40.73,21.48,8.16,192.84,31,Wallet,Delivered,3.5,Rahul
702195,7/22/2025,Mumbai,Spice Hub,South Indian,Uttapam,3,294.14,21.6,21.66,43.04,925.52,55,Card,Delivered,4,Amit
702196,10/13/2025,Vadodara,Food Fiesta,Beverages,Cold Coffee,5,272.64,42.22,35.55,66.05,1422.58,40,Wallet,Delivered,4.5,Amit
702197,11/19/2025,Ahmedabad,Food Fiesta,Biryani,Veg Biryani,3,151.15,79.51,28.64,18.7,421.28,46,UPI,Delivered,3.7,Rahul
702198,4/24/2025,Gandhinagar,Urban Tadka,Chinese,Noodles,4,178.84,50.56,46,33.24,744.04,66,Card,Cancelled,,Suresh
702199,4/26/2026,Mumbai,South Treat,Chinese,Noodles,4,393.87,20.59,56.83,77.74,1689.46,58,Card,Cancelled,,Neha
702200,11/24/2025,Mumbai,Food Fiesta,North Indian,Naan Combo,2,345.42,67.2,56.73,31.18,711.55,52,Wallet,Delivered,4.4,Karan
702201,12/3/2025,Ahmedabad,Burger House,Dessert,Ice Cream,3,253.53,53.29,48.96,35.37,791.63,51,Card,Delivered,3.7,Suresh
702202,10/28/2025,Rajkot,Spice Hub,Burger,Veg Burger,1,294.66,27.23,51.35,13.37,332.15,20,UPI,Cancelled,,Amit
702203,2/17/2025,Gandhinagar,Burger House,Biryani,Veg Biryani,4,236.26,74.78,21.63,43.51,935.4,25,Wallet,Delivered,3.7,Amit
702204,2/1/2026,Gandhinagar,South Treat,South Indian,Idli,3,156.16,24.15,33.96,22.22,500.51,35,Cash,Delivered,4.6,Amit
702205,4/18/2025,Surat,Burger House,North Indian,Paneer Butter Masala,2,154.7,49.79,58.49,12.98,331.08,63,Card,Delivered,3.1,Vikas
702206,7/19/2025,Rajkot,Food Fiesta,Biryani,Paneer Biryani,2,353.97,5.83,51.28,35.11,788.5,56,Cash,Delivered,3.1,Neha
702207,3/28/2025,Gandhinagar,South Treat,Pizza,Farmhouse,2,225.9,49.8,56.87,20.1,478.97,23,UPI,Cancelled,,Vikas
702208,6/18/2026,Gandhinagar,South Treat,Chinese,Fried Rice,1,307.84,61.54,41.9,12.31,300.51,59,Cash,Delivered,4.2,Neha
702209,2/5/2026,Ahmedabad,Chinese Wok,South Indian,Uttapam,2,392.35,53.43,35.96,36.56,803.79,68,Wallet,Delivered,3.6,Priya
702210,6/13/2025,Ahmedabad,Food Fiesta,Burger,Veg Burger,5,296.9,78.17,21.64,70.32,1498.29,18,UPI,Delivered,3.3,Vikas
702211,4/8/2025,Jaipur,Pizza Corner,Burger,Veg Burger,4,252.98,29.14,29.95,49.14,1061.87,23,Wallet,Cancelled,,Priya
702212,1/19/2026,Vadodara,Food Fiesta,Pizza,Margherita,3,92.78,69.03,53.38,10.47,273.16,47,Card,Delivered,3.3,Amit
702213,8/20/2025,Ahmedabad,Urban Tadka,Burger,Paneer Burger,4,397.99,65.17,23.44,76.34,1626.57,58,UPI,Delivered,3.9,Neha
702214,1/9/2026,Jaipur,Urban Tadka,Biryani,Hyderabadi Veg,3,285.69,37.29,50.36,40.99,911.13,48,Wallet,Delivered,3.4,Priya
702215,4/18/2026,Rajkot,Biryani Express,Burger,Veg Burger,5,211.54,5.06,55.72,52.63,1160.99,41,Card,Cancelled,,Vikas
702216,7/30/2025,Ahmedabad,Biryani Express,Beverages,Cold Coffee,5,331.35,66.03,21.74,79.54,1692,33,UPI,Delivered,4.9,Suresh
702217,3/4/2025,Vadodara,Spice Hub,Chinese,Noodles,4,118.42,77.66,56.87,19.8,472.69,17,Wallet,Delivered,4.5,Rahul
702218,1/8/2025,Jaipur,Biryani Express,Chinese,Manchurian,4,118.06,39.04,21.67,21.66,476.53,50,Card,Delivered,4.3,Rahul
702219,6/6/2025,Rajkot,Pizza Corner,Burger,Paneer Burger,5,395.62,41.18,42.01,96.85,2075.78,74,Wallet,Delivered,3,Vikas
702220,12/8/2025,Pune,Food Fiesta,South Indian,Uttapam,2,349.93,23.88,56.19,33.8,765.97,15,Card,Cancelled,,Priya
702221,7/23/2025,Gandhinagar,Biryani Express,Pizza,Veg Supreme,4,386.02,75.86,37.75,73.41,1579.38,24,UPI,Cancelled,,Ravi
702222,3/9/2025,Pune,Food Fiesta,Biryani,Veg Biryani,2,192.19,40.98,57.12,17.17,417.69,61,Wallet,Delivered,3.7,Ravi
702223,1/29/2026,Surat,Pizza Corner,North Indian,Naan Combo,1,230.77,53.07,48.55,8.89,235.14,49,Card,Delivered,3.9,Karan
702224,4/29/2026,Vadodara,Urban Tadka,Chinese,Fried Rice,3,244.38,15.38,49.16,35.89,802.81,23,Wallet,Cancelled,,Suresh
702225,6/17/2026,Vadodara,Chinese Wok,Beverages,Fresh Juice,2,396.31,78.76,32.12,35.69,781.67,63,Cash,Delivered,3.5,Suresh
702226,2/10/2026,Jaipur,South Treat,North Indian,Paneer Butter Masala,1,328.54,42.51,38.34,14.3,338.67,18,Card,Delivered,3.3,Ravi
702227,3/14/2025,Vadodara,Biryani Express,Dessert,Brownie,5,351.85,40.26,35.31,85.95,1840.25,71,Wallet,Delivered,4.8,Vikas
702228,2/9/2025,Gandhinagar,Burger House,Burger,Paneer Burger,2,358.59,44.73,31.2,33.62,737.27,62,Wallet,Delivered,5,Karan
702229,3/28/2026,Pune,Chinese Wok,Pizza,Farmhouse,4,250.22,79.74,55.66,46.06,1022.86,19,UPI,Delivered,3.4,Neha
702230,12/2/2025,Gandhinagar,Chinese Wok,Dessert,Gulab Jamun,2,228,8.3,45.14,22.39,515.23,51,UPI,Delivered,3.5,Karan
702231,1/14/2025,Pune,Pizza Corner,Chinese,Noodles,2,184.37,38.93,37.69,16.49,383.99,27,Wallet,Cancelled,,Ravi
702232,6/3/2025,Ahmedabad,Urban Tadka,Beverages,Cold Coffee,4,357.02,14.1,25.58,70.7,1510.26,15,Card,Delivered,3.1,Ravi
702233,12/16/2025,Rajkot,Biryani Express,Dessert,Ice Cream,4,338.22,36.48,33.72,65.82,1415.94,16,Cash,Delivered,3.6,Karan
702234,1/12/2025,Rajkot,South Treat,Burger,Cheese Burger,2,151.41,52.07,51.21,12.54,314.5,35,Wallet,Delivered,3.9,Vikas
702235,1/4/2025,Ahmedabad,Burger House,Dessert,Gulab Jamun,2,174.79,16.9,24.65,16.63,373.96,26,Cash,Cancelled,,Suresh
702236,5/24/2025,Vadodara,Pizza Corner,Dessert,Brownie,3,170.95,13.28,28.36,24.98,552.91,27,Card,Delivered,3.5,Suresh
702237,1/8/2025,Jaipur,Chinese Wok,Chinese,Noodles,2,131.12,51.03,44.57,10.56,266.34,50,UPI,Delivered,4.9,Neha
702238,8/25/2025,Surat,Spice Hub,Pizza,Veg Supreme,2,338.54,61.62,44.89,30.77,691.12,16,Cash,Cancelled,,Vikas
702239,2/9/2026,Ahmedabad,Urban Tadka,North Indian,Paneer Butter Masala,4,221.13,17.84,21.54,43.33,931.55,64,Cash,Cancelled,,Rahul
702240,2/1/2025,Jaipur,South Treat,Biryani,Hyderabadi Veg,4,254.95,17.57,27.24,50.11,1079.58,55,Wallet,Delivered,3.8,Karan
702241,9/11/2025,Pune,Chinese Wok,South Indian,Masala Dosa,1,241.79,42.88,33.9,9.95,242.76,56,Card,Cancelled,,Ravi
702242,1/13/2026,Surat,South Treat,Chinese,Fried Rice,5,80.6,17.16,51.7,19.29,456.83,50,Cash,Delivered,4.7,Rahul
702243,5/16/2026,Mumbai,Burger House,South Indian,Uttapam,5,251.6,2.81,40.15,62.76,1358.1,75,Card,Cancelled,,Amit
702244,1/28/2025,Surat,Burger House,Biryani,Veg Biryani,4,371.9,77.79,26.1,70.49,1506.4,25,Card,Delivered,4,Priya
702245,5/13/2026,Rajkot,Urban Tadka,Beverages,Lassi,2,180.08,67.3,28.37,14.64,335.87,33,Wallet,Delivered,4.5,Neha
702246,4/8/2026,Vadodara,South Treat,South Indian,Idli,4,198.51,77.16,52.02,35.84,804.74,52,UPI,Cancelled,,Vikas
702247,5/16/2026,Vadodara,Food Fiesta,Beverages,Lassi,1,208.44,59.98,25.15,7.42,181.03,47,UPI,Delivered,4.6,Ravi
702248,8/7/2025,Jaipur,Food Fiesta,South Indian,Masala Dosa,5,208.48,40.52,44.2,50.09,1096.17,22,Card,Delivered,3.2,Ravi
702249,3/16/2026,Gandhinagar,Chinese Wok,Chinese,Manchurian,5,342.32,14.16,28.37,84.87,1810.68,56,Cash,Delivered,4.7,Ravi
702250,3/9/2026,Ahmedabad,Chinese Wok,Dessert,Gulab Jamun,1,289.38,61.35,27.31,11.4,266.74,58,Card,Cancelled,,Vikas
702251,12/19/2025,Gandhinagar,Urban Tadka,Pizza,Margherita,5,91,18.36,27.58,21.83,486.05,33,Cash,Cancelled,,Neha
702252,10/22/2025,Rajkot,Pizza Corner,Burger,Cheese Burger,3,367.87,50.33,56.33,52.66,1162.27,18,UPI,Delivered,4.9,Karan
702253,7/24/2025,Gandhinagar,Chinese Wok,Chinese,Fried Rice,5,217.33,52.48,43.5,51.71,1129.38,59,Cash,Delivered,4.4,Vikas
702254,12/14/2025,Gandhinagar,Chinese Wok,North Indian,Naan Combo,3,236.35,4.12,32.78,35.25,772.96,72,Cash,Cancelled,,Neha
702255,7/31/2025,Rajkot,Food Fiesta,Dessert,Gulab Jamun,3,301.59,60.31,41.26,42.22,927.94,52,Cash,Delivered,4.2,Neha
702256,7/24/2025,Gandhinagar,Pizza Corner,Biryani,Paneer Biryani,1,90.6,19.21,23.02,3.57,97.98,71,UPI,Delivered,4.6,Karan
702257,10/23/2025,Vadodara,Urban Tadka,Beverages,Fresh Juice,1,241.65,69.66,41.14,8.6,221.73,47,Card,Cancelled,,Priya
702258,4/22/2025,Mumbai,Spice Hub,Dessert,Brownie,3,104.21,58.36,49.42,12.71,316.4,36,Cash,Cancelled,,Vikas
702259,12/4/2025,Pune,Burger House,Beverages,Lassi,4,89.27,42.99,45.64,15.7,375.43,27,Wallet,Delivered,3.5,Vikas
702260,1/27/2026,Mumbai,Pizza Corner,Pizza,Margherita,2,390.22,2.11,21.58,38.92,838.83,63,Cash,Delivered,4.5,Rahul
702261,1/10/2025,Rajkot,Chinese Wok,Dessert,Brownie,1,394.77,2.39,36.15,19.62,448.15,32,Wallet,Delivered,3.1,Vikas
702262,8/31/2025,Jaipur,Biryani Express,Beverages,Fresh Juice,3,319.72,11.48,29.15,47.38,1024.21,26,Cash,Delivered,3.3,Karan
702263,6/20/2026,Ahmedabad,Food Fiesta,Beverages,Cold Coffee,5,187.14,10.91,32.14,46.24,1003.17,20,Cash,Delivered,3.8,Vikas
702264,1/16/2026,Surat,Food Fiesta,Pizza,Farmhouse,1,240.27,20.8,50.97,10.97,281.41,28,Cash,Delivered,3.5,Vikas
702265,9/8/2025,Jaipur,Urban Tadka,Burger,Paneer Burger,3,281.74,52.48,55.01,39.64,887.39,32,UPI,Delivered,4.1,Amit
702266,3/18/2026,Mumbai,Biryani Express,Beverages,Lassi,4,254.26,20.4,49.95,49.83,1096.42,65,Card,Delivered,4.8,Suresh
702267,9/20/2025,Surat,Chinese Wok,North Indian,Dal Makhani,4,166.82,58.44,53.48,30.44,692.76,22,Cash,Cancelled,,Vikas
702268,5/1/2025,Ahmedabad,Spice Hub,North Indian,Dal Makhani,3,301.4,28.83,47.93,43.77,967.07,45,Wallet,Delivered,4.3,Amit
702269,6/12/2025,Pune,Chinese Wok,Burger,Cheese Burger,4,138.31,66.81,45.26,24.32,556.01,50,Card,Delivered,3.1,Rahul
702270,7/1/2025,Vadodara,Food Fiesta,Dessert,Brownie,4,311.8,13.2,46,61.7,1341.7,58,Wallet,Delivered,4.4,Karan
702271,12/27/2025,Surat,Biryani Express,Pizza,Farmhouse,3,106.97,72.71,49.99,12.41,310.6,73,Wallet,Delivered,3.1,Ravi
702272,4/27/2025,Pune,South Treat,North Indian,Dal Makhani,4,334.17,38.91,22.13,64.89,1384.79,29,UPI,Delivered,4.1,Priya
702273,8/27/2025,Pune,Pizza Corner,South Indian,Idli,5,176.19,66.71,21.8,40.71,876.75,45,Wallet,Delivered,4.3,Priya
702274,9/14/2025,Vadodara,Burger House,Chinese,Manchurian,4,210.66,62.23,35.56,39.02,854.99,28,Wallet,Delivered,3.5,Rahul
702275,3/25/2026,Pune,Burger House,Pizza,Veg Supreme,4,344.87,51.88,24.15,66.38,1418.13,61,UPI,Delivered,3.4,Suresh
702276,4/24/2026,Mumbai,South Treat,North Indian,Dal Makhani,4,259.49,54.72,51.49,49.16,1083.89,30,Cash,Delivered,4.2,Karan
702277,2/11/2025,Pune,Chinese Wok,Beverages,Cold Coffee,1,202.98,35.85,24,8.36,199.49,35,Wallet,Delivered,4.9,Rahul
702278,12/16/2025,Ahmedabad,Burger House,Biryani,Veg Biryani,2,184.13,38.86,21.73,16.47,367.6,58,Wallet,Delivered,3.9,Suresh
702279,6/15/2025,Pune,Burger House,South Indian,Uttapam,3,112.64,65.76,56.84,13.61,342.61,45,Wallet,Delivered,4.8,Priya
702280,2/14/2026,Vadodara,Burger House,South Indian,Uttapam,1,345.59,58.76,29.04,14.34,330.21,33,UPI,Cancelled,,Ravi
702281,1/22/2026,Jaipur,Chinese Wok,Burger,Veg Burger,3,162.42,78.95,31.74,20.42,460.47,20,UPI,Delivered,4.9,Vikas
702282,3/22/2026,Ahmedabad,Biryani Express,Pizza,Margherita,5,373.1,66.51,45.3,89.95,1934.24,40,Card,Delivered,4,Amit
702283,7/28/2025,Vadodara,South Treat,North Indian,Dal Makhani,4,206.32,77.73,37.12,37.38,822.05,19,UPI,Cancelled,,Vikas
702284,1/25/2025,Ahmedabad,Burger House,Burger,Cheese Burger,3,370.14,63.41,21.45,52.35,1120.81,22,Cash,Delivered,4.2,Suresh
702285,6/27/2025,Gandhinagar,Food Fiesta,Chinese,Fried Rice,2,266.57,39.39,20.04,24.69,538.48,31,Card,Delivered,3.5,Karan
702286,5/21/2026,Gandhinagar,Urban Tadka,North Indian,Naan Combo,3,154.12,61.6,53.35,20.04,474.15,57,Card,Delivered,3.8,Amit
702287,12/24/2025,Surat,Biryani Express,Beverages,Lassi,1,284.48,5.31,24.34,13.96,317.47,50,Card,Delivered,3,Priya
702288,6/10/2026,Rajkot,Food Fiesta,Beverages,Lassi,3,344.38,32.93,30.93,50.01,1081.15,19,UPI,Cancelled,,Rahul
702289,5/8/2025,Mumbai,Urban Tadka,North Indian,Naan Combo,1,145.75,38.28,58.96,5.37,171.8,45,UPI,Delivered,4.1,Priya
702290,12/10/2025,Surat,Burger House,North Indian,Naan Combo,3,187.63,4.01,31.92,27.94,618.74,17,Wallet,Delivered,3.6,Rahul
702291,6/19/2025,Pune,Biryani Express,Chinese,Fried Rice,1,234.21,54.38,21.56,8.99,210.38,48,Wallet,Delivered,4.8,Priya
702292,10/26/2025,Rajkot,Burger House,North Indian,Paneer Butter Masala,5,169.84,68.09,39.17,39.06,859.34,39,UPI,Delivered,4.7,Amit
702293,8/12/2025,Pune,Burger House,Chinese,Manchurian,3,214.78,19.01,58.89,31.27,715.49,67,Card,Delivered,4.7,Priya
702294,1/19/2025,Gandhinagar,Chinese Wok,Beverages,Cold Coffee,2,90.49,8.91,36.15,8.6,216.82,51,Cash,Delivered,4.3,Priya
702295,8/8/2025,Gandhinagar,Pizza Corner,South Indian,Masala Dosa,4,199.53,61.96,43.32,36.81,816.29,65,Card,Delivered,3.8,Amit
702296,10/6/2025,Gandhinagar,Burger House,Beverages,Fresh Juice,1,295.39,13.94,55.43,14.07,350.95,23,Cash,Delivered,4.3,Suresh
702297,2/22/2026,Vadodara,Urban Tadka,South Indian,Uttapam,3,158.4,61.93,48.15,20.66,482.08,56,UPI,Delivered,3.2,Ravi
702298,12/19/2025,Surat,Chinese Wok,Beverages,Lassi,4,86.21,70.47,46.89,13.72,334.98,46,Card,Delivered,4.9,Rahul
702299,8/14/2025,Gandhinagar,Food Fiesta,Pizza,Veg Supreme,5,226.72,60.77,48.76,53.64,1175.23,58,UPI,Delivered,4.1,Vikas
702300,5/12/2025,Ahmedabad,Burger House,Pizza,Margherita,3,270.66,40.19,29.14,38.59,839.52,63,UPI,Delivered,3.8,Neha
702301,2/5/2025,Pune,South Treat,North Indian,Dal Makhani,4,238.04,21.12,55.01,46.55,1032.6,72,Cash,Cancelled,,Suresh
702302,10/8/2025,Rajkot,Burger House,South Indian,Idli,5,151.82,32.59,30.57,36.33,793.41,54,Card,Delivered,3.3,Rahul
702303,3/10/2026,Ahmedabad,Urban Tadka,Biryani,Hyderabadi Veg,3,359.29,45.75,22.08,51.61,1105.81,66,UPI,Delivered,4.2,Neha
702304,12/19/2025,Ahmedabad,Spice Hub,Burger,Paneer Burger,1,315.12,28.3,32.77,14.34,333.93,32,Wallet,Delivered,4.7,Karan
702305,8/10/2025,Jaipur,Burger House,South Indian,Idli,1,246.25,19.76,49.24,11.32,287.05,19,Card,Delivered,4.4,Suresh
702306,7/26/2025,Pune,South Treat,Beverages,Cold Coffee,5,286.18,23.13,48.58,70.39,1526.74,28,UPI,Delivered,4.6,Rahul
702307,11/24/2025,Rajkot,Pizza Corner,Dessert,Gulab Jamun,5,216.63,51.23,58.42,51.6,1141.94,69,Cash,Cancelled,,Karan
702308,1/22/2026,Ahmedabad,Urban Tadka,Chinese,Manchurian,5,272.19,57.24,59.12,65.19,1428.02,70,UPI,Delivered,3.6,Vikas
702309,4/29/2026,Gandhinagar,South Treat,Chinese,Fried Rice,2,158.79,55.25,58.32,13.12,333.77,16,Wallet,Cancelled,,Suresh
702310,1/8/2026,Jaipur,South Treat,Biryani,Paneer Biryani,3,351.85,56.79,20.59,49.94,1069.29,30,Cash,Delivered,3.9,Suresh
702311,11/22/2025,Gandhinagar,Spice Hub,South Indian,Idli,4,311.61,41.64,32.7,60.24,1297.74,27,Cash,Delivered,3.1,Ravi
702312,11/26/2025,Rajkot,Chinese Wok,South Indian,Masala Dosa,4,218.1,70.16,32.14,40.11,874.49,56,UPI,Delivered,4.9,Rahul
702313,9/16/2025,Jaipur,Pizza Corner,North Indian,Paneer Butter Masala,3,161.87,76.3,52.71,20.47,482.49,29,Wallet,Delivered,4.2,Vikas
702314,12/22/2025,Ahmedabad,Spice Hub,Biryani,Veg Biryani,3,302.7,14.26,57.13,44.69,995.66,32,UPI,Cancelled,,Suresh
702315,11/21/2025,Mumbai,Burger House,North Indian,Dal Makhani,4,89.2,37.02,42.42,15.99,378.19,23,Wallet,Cancelled,,Vikas
702316,3/28/2026,Mumbai,Burger House,Burger,Cheese Burger,4,236.2,62.56,49.5,44.11,975.85,60,Card,Delivered,4.7,Vikas
702317,5/11/2025,Jaipur,Food Fiesta,Beverages,Cold Coffee,4,385.29,76.05,24.59,73.26,1562.96,27,Cash,Delivered,4,Ravi
702318,4/21/2025,Rajkot,Chinese Wok,Burger,Veg Burger,3,233.12,59.19,24.2,32.01,696.38,23,Cash,Delivered,3.1,Amit
702319,2/1/2025,Gandhinagar,Burger House,Beverages,Fresh Juice,5,142,21.45,42.2,34.43,765.18,54,Wallet,Delivered,3.8,Vikas
702320,8/3/2025,Mumbai,Biryani Express,Burger,Veg Burger,4,171.22,32.18,57.06,32.64,742.4,29,Card,Delivered,3.8,Suresh
702321,3/10/2025,Mumbai,Urban Tadka,Chinese,Fried Rice,5,377.21,57.58,32.86,91.42,1952.75,75,Wallet,Delivered,4.6,Rahul
702322,3/20/2026,Rajkot,Burger House,South Indian,Idli,4,97.62,10.85,36.6,18.98,435.21,18,Card,Cancelled,,Neha
702323,8/10/2025,Ahmedabad,Biryani Express,Beverages,Fresh Juice,4,218.61,31.69,32.17,42.14,917.06,55,UPI,Cancelled,,Suresh
702324,8/10/2025,Ahmedabad,South Treat,North Indian,Naan Combo,4,100.07,32.94,58.99,18.37,444.7,70,Card,Delivered,5,Rahul
702325,10/17/2025,Rajkot,Chinese Wok,Pizza,Margherita,1,333.97,54.04,20.29,14,314.22,19,UPI,Cancelled,,Amit
702326,5/7/2026,Mumbai,Biryani Express,Burger,Veg Burger,1,92.07,16.76,53.99,3.77,133.07,37,Card,Cancelled,,Neha
702327,2/12/2026,Mumbai,Food Fiesta,North Indian,Naan Combo,2,292.13,75.27,29.45,25.45,563.89,30,Wallet,Delivered,4.5,Priya
702328,3/30/2025,Rajkot,Spice Hub,Beverages,Lassi,1,364.25,15.47,29.12,17.44,395.34,74,Card,Delivered,4.1,Ravi
702329,2/21/2026,Jaipur,South Treat,Chinese,Fried Rice,5,235.31,25.69,43.87,57.54,1252.27,45,Card,Delivered,4.8,Priya
702330,7/18/2025,Rajkot,Spice Hub,Dessert,Ice Cream,1,364.9,25.33,57.39,16.98,413.94,59,Wallet,Cancelled,,Karan
702331,10/28/2025,Vadodara,South Treat,Burger,Cheese Burger,4,174.13,62.42,49.2,31.71,715.01,49,Card,Delivered,4.9,Karan
702332,3/13/2026,Gandhinagar,Chinese Wok,Pizza,Margherita,5,296.54,47.18,35.8,71.78,1543.1,28,Cash,Cancelled,,Ravi
702333,6/17/2026,Mumbai,Chinese Wok,North Indian,Naan Combo,2,105.74,12.98,28.89,9.93,237.32,29,Card,Delivered,4.4,Karan
702334,8/15/2025,Ahmedabad,Chinese Wok,North Indian,Naan Combo,4,317.68,69.31,43.1,60.07,1304.58,23,Cash,Delivered,4.2,Amit
702335,9/14/2025,Vadodara,Biryani Express,Burger,Paneer Burger,2,143.91,37.82,45.83,12.5,308.33,58,Cash,Delivered,3,Ravi
702336,5/20/2025,Gandhinagar,Urban Tadka,South Indian,Uttapam,5,210.92,53.23,53.74,50.07,1105.18,34,Card,Delivered,4,Priya
702337,1/11/2026,Gandhinagar,Pizza Corner,South Indian,Uttapam,1,327.89,37.55,48.77,14.52,353.63,40,Card,Delivered,3.2,Vikas
702338,3/31/2025,Pune,Spice Hub,Biryani,Paneer Biryani,3,312.21,1.94,50.64,46.73,1032.06,16,Card,Delivered,3.5,Vikas
702339,5/15/2026,Rajkot,Burger House,Beverages,Cold Coffee,5,159.66,70.8,56.22,36.38,820.1,48,UPI,Delivered,4.9,Suresh
702340,4/10/2025,Ahmedabad,South Treat,Pizza,Farmhouse,4,333.41,14.08,55.32,65.98,1440.86,59,Wallet,Cancelled,,Neha
702341,5/11/2026,Jaipur,Chinese Wok,Chinese,Manchurian,2,219.68,36.31,23.43,20.15,446.63,55,Card,Delivered,3.7,Rahul
702342,1/28/2026,Mumbai,Spice Hub,Beverages,Cold Coffee,3,325.64,60.07,46.79,45.84,1009.48,51,UPI,Delivered,4.5,Rahul
702343,4/30/2025,Vadodara,Biryani Express,North Indian,Dal Makhani,3,126.73,41.03,39.69,16.96,395.81,63,Wallet,Delivered,4.7,Ravi
702344,4/4/2025,Gandhinagar,Food Fiesta,North Indian,Dal Makhani,3,199.09,5.59,45.65,29.58,666.91,26,UPI,Delivered,3.9,Neha
702345,6/7/2026,Mumbai,Biryani Express,Burger,Veg Burger,2,132.75,36.56,26.71,11.45,267.1,54,Wallet,Cancelled,,Rahul
702346,8/6/2025,Mumbai,Chinese Wok,Pizza,Farmhouse,5,237.85,18.89,27.91,58.52,1256.79,18,UPI,Delivered,4.2,Ravi
702347,3/24/2026,Rajkot,Pizza Corner,Biryani,Paneer Biryani,1,321,67.61,36.05,12.67,302.11,71,Wallet,Delivered,3.2,Ravi
702348,6/11/2026,Vadodara,Burger House,South Indian,Idli,4,179.85,51.62,36.02,33.39,737.19,25,Wallet,Delivered,4.7,Vikas
702349,1/30/2025,Ahmedabad,South Treat,South Indian,Masala Dosa,1,280.32,40.57,36.19,11.99,287.93,45,Card,Cancelled,,Rahul
702350,11/15/2025,Ahmedabad,Urban Tadka,Burger,Cheese Burger,1,130.24,76.93,26.84,2.67,82.82,53,UPI,Delivered,4.2,Suresh
702351,1/5/2025,Mumbai,Spice Hub,Dessert,Gulab Jamun,2,181.24,60.04,40.13,15.12,357.69,75,Wallet,Delivered,4,Priya
702352,6/17/2026,Rajkot,South Treat,Chinese,Fried Rice,3,302.06,14.78,56.17,44.57,992.14,43,Card,Delivered,4.7,Priya
